npbysem,hour
0,3
0,5
0,7
0,23
0,23
0,3
0,3
0,3
0,3
0,3
0,5
0,5
0,5
0,5
0,5
0,5
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,9
0,9
0,23
0,23
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,3
0,3
0,3
0,3
0,3
0,3
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,9
0,9
0,5
0,3
0,5
0,5
0,7
0,1
0,23
0,23
0,1
0,1
0,1
0,1
0,1
0,1
0,3
0,3
0,3
0,3
0,3
0,3
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,9
0,9
0,23
0,23
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,7
0,7
0,7
0,7
0,7
0,7
0,9
0,9
0,1
0,5
0,1
0,9
0,7
0,9
0,22
0,22
0,1
0,3
0,3
0,3
0,4
0,4
0,9
0,9
0,6
0,3
0,0
0,6
0,1
0,7
0,1
0,1
0,7
0,6
0,1
0,0
0,4
0,3
0,4
0,7
0,22
0,22
0,22
0,3
0,3
0,4
0,4
0,4
0,7
0,7
0,22
0,22
0,3
0,4
0,6
0,6
0,7
0,7
0,0
0,1
0,1
0,4
0,4
0,6
0,6
0,22
0,0
0,7
0,1
0,3
0,0
0,3
0,3
0,0
0,4
0,6
0,7
0,1
0,0
0,6
0,1
0,3
0,1
0,0
0,1
0,6
0,0
0,1
0,6
0,7
0,3
0,0
0,4
1,22
1,0
1,1
1,1
1,1
1,1
1,3
1,3
1,4
1,7
1,7
1,7
1,9
1,9
1,6
1,7
1,0
1,1
1,3
1,22
1,3
1,4
1,3
1,4
1,4
1,6
1,22
1,22
1,0
1,1
1,1
1,4
1,6
1,7
1,7
1,22
1,0
1,1
1,1
1,3
1,3
1,6
1,7
1,22
1,1
1,3
1,6
1,3
1,4
1,0
1,1
1,4
1,22
1,1
1,6
1,0
1,4
1,0
1,3
1,4
1,6
1,3
1,6
1,6
1,7
1,3
1,4
1,6
1,3
1,4
1,0
1,1
1,3
1,0
1,22
1,0
1,7
1,7
1,1
1,1
1,10
1,7
1,5
1,3
1,9
1,7
1,23
1,23
1,3
1,3
1,3
1,3
1,3
1,5
1,5
1,5
1,5
1,5
1,5
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,9
1,9
1,23
1,23
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,3
1,3
1,3
1,3
1,3
1,3
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,9
1,9
1,1
1,11
1,11
1,1
1,5
1,5
1,7
1,3
1,23
1,23
1,1
1,1
1,1
1,1
1,1
1,1
1,3
1,3
1,3
1,3
1,3
1,3
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,9
1,9
1,23
1,23
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,5
1,7
1,7
1,7
1,7
1,7
1,7
1,9
1,9
1,7
1,9
1,23
2,22
2,1
2,3
2,3
2,4
2,4
2,7
2,7
2,7
2,6
2,0
2,6
2,1
2,9
2,11
2,1
2,22
2,0
2,1
2,4
2,3
2,6
2,7
2,22
2,0
2,0
2,0
2,1
2,3
2,3
2,3
2,4
2,6
2,6
2,6
2,7
2,10
2,0
2,3
2,3
2,3
2,6
2,7
2,21
2,1
2,6
2,0
2,1
2,6
2,6
2,7
2,3
2,4
2,22
2,4
2,7
2,22
2,7
2,0
2,3
2,4
2,6
2,7
2,7
2,4
2,1
2,22
2,7
2,0
2,3
2,4
2,0
2,1
2,22
2,22
2,1
2,4
2,1
2,4
2,7
2,5
2,3
2,9
2,7
2,23
2,23
2,3
2,3
2,3
2,3
2,3
2,5
2,5
2,5
2,5
2,5
2,5
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,9
2,9
2,23
2,23
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,3
2,3
2,3
2,3
2,3
2,3
2,5
2,5
2,5
2,5
2,5
2,5
2,5
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,9
2,9
2,1
2,11
2,11
2,1
2,5
2,5
2,7
2,3
2,23
2,23
2,1
2,1
2,1
2,1
2,1
2,1
2,3
2,3
2,3
2,3
2,3
2,3
2,5
2,5
2,5
2,5
2,5
2,5
2,5
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,9
2,9
2,23
2,23
2,1
2,1
2,1
2,1
2,1
2,1
2,5
2,5
2,5
2,5
2,5
2,5
2,5
2,5
2,7
2,7
2,7
2,7
2,7
2,7
2,9
2,9
2,7
2,9
2,23
3,0
3,22
3,0
3,0
3,2
3,3
3,23
3,5
3,5
3,0
3,0
3,5
3,5
3,1
3,1
3,5
3,5
3,1
3,1
3,7
3,4
3,4
3,4
3,22
3,7
3,7
3,0
3,7
3,3
3,7
3,7
3,5
3,0
3,1
3,0
3,3
3,0
3,8
3,0
3,3
3,23
3,0
3,2
3,3
3,3
3,7
3,7
3,22
3,0
3,9
3,9
3,6
3,6
3,7
3,7
3,5
3,5
3,5
3,7
3,6
3,0
3,0
3,1
3,3
3,22
3,0
3,1
3,3
3,7
3,7
3,0
3,5
3,3
3,6
3,4
3,3
3,6
3,2
3,7
3,1
3,0
3,6
3,4
3,7
3,5
3,7
3,9
3,9
3,9
3,7
3,3
3,1
3,4
3,2
3,4
3,3
3,5
3,22
3,4
3,1
3,9
3,6
3,4
3,4
3,6
3,22
3,9
3,3
3,10
3,10
3,3
3,4
3,4
3,7
3,4
3,6
3,0
3,1
3,3
3,4
3,3
3,6
3,1
3,7
3,3
3,7
3,7
3,4
3,3
3,1
3,4
3,0
3,1
3,4
3,6
3,6
3,8
3,8
3,8
3,8
3,8
3,1
3,4
3,8
3,0
3,8
3,10
3,0
3,3
3,22
3,1
3,0
3,22
3,4
3,4
3,1
3,3
3,7
3,5
3,0
3,7
3,22
3,10
3,0
3,5
3,5
3,1
3,1
3,1
3,1
3,5
3,7
3,3
3,7
3,7
3,1
3,7
3,1
3,5
3,6
3,3
3,0
3,11
3,5
3,9
3,1
3,5
3,6
3,3
3,4
3,6
3,0
3,6
3,7
3,1
3,22
3,3
3,9
3,4
3,1
3,4
3,7
3,1
3,0
3,6
3,4
3,6
3,9
3,1
3,0
3,3
3,0
3,0
3,0
3,3
3,9
3,7
3,9
3,5
3,9
3,3
3,3
3,3
3,1
3,7
3,9
3,1
3,7
3,2
3,3
3,5
3,7
3,7
3,0
3,3
3,0
3,1
3,0
3,0
3,5
3,7
3,5
3,5
3,5
3,0
3,6
3,22
3,3
3,0
3,1
3,4
3,6
3,8
3,3
3,3
3,0
3,0
3,4
3,7
3,9
3,2
3,22
3,22
3,1
3,1
3,9
3,1
3,0
3,0
3,1
3,1
3,1
3,1
3,3
3,4
3,6
3,0
3,1
3,3
3,4
3,6
3,4
3,4
3,1
3,1
3,6
3,8
3,23
3,9
3,8
3,7
3,7
3,6
3,0
3,3
3,0
3,9
3,6
3,1
3,1
3,4
3,0
3,1
3,6
3,0
3,1
3,3
3,4
3,6
3,1
3,1
3,7
3,1
3,7
3,7
3,1
3,7
3,3
3,7
3,9
3,0
3,7
3,7
3,1
3,4
3,3
3,4
3,7
3,3
3,3
3,3
3,0
3,0
3,8
3,9
3,0
3,1
3,23
3,0
3,0
3,0
3,1
3,0
3,8
3,23
3,0
3,0
3,0
3,22
3,0
3,3
3,1
3,6
3,0
3,2
3,0
3,1
3,3
3,4
3,6
3,8
3,5
3,7
3,3
3,9
3,9
3,7
3,7
3,7
3,9
3,5
3,3
3,5
3,3
3,5
3,9
3,7
3,1
3,3
3,9
3,3
3,5
3,7
3,5
3,3
3,5
3,5
3,3
3,3
3,7
3,7
3,9
3,5
3,1
3,7
3,3
3,7
3,5
3,5
3,5
3,7
3,3
3,5
3,3
3,1
3,7
3,1
3,5
3,1
3,4
3,2
3,22
3,7
3,1
3,1
3,4
3,4
3,1
3,3
3,3
3,0
3,7
3,7
3,10
3,9
3,6
3,22
3,1
3,4
3,5
3,1
3,7
3,7
3,1
3,9
3,5
3,5
3,10
3,5
3,5
3,10
3,1
3,5
3,6
3,7
3,10
3,8
3,6
3,7
3,10
3,3
3,8
3,3
3,4
3,3
3,3
3,4
3,7
3,2
3,4
3,8
3,3
3,5
3,0
3,6
3,7
3,10
3,6
3,7
3,10
3,6
3,0
3,22
3,0
3,1
3,8
3,7
3,7
3,7
3,0
3,6
3,6
3,6
3,6
3,6
3,6
3,11
3,6
3,6
3,6
3,6
3,6
3,11
3,6
3,6
3,6
3,5
3,7
3,10
3,7
3,6
3,10
3,2
3,5
3,8
3,5
3,6
3,7
3,8
3,2
3,2
3,8
3,23
3,2
3,1
3,8
3,1
3,8
3,3
3,5
3,2
3,7
3,4
3,0
3,1
3,22
3,0
3,9
3,9
3,7
3,9
3,3
3,4
3,5
3,3
3,3
3,3
3,9
3,7
3,7
3,2
3,6
3,4
3,9
3,22
3,3
3,6
3,1
3,9
3,1
3,3
3,8
3,3
3,9
3,3
3,7
3,2
3,8
3,0
3,3
3,3
3,1
3,5
3,7
3,0
3,1
3,4
3,1
3,3
3,3
3,22
3,22
3,22
3,0
3,0
3,0
3,3
3,3
3,4
3,4
3,4
3,6
3,6
3,6
3,8
3,8
3,8
3,22
3,22
3,0
3,0
3,0
3,3
3,3
3,4
3,4
3,4
3,6
3,6
3,6
3,8
3,8
3,22
3,22
3,0
3,0
3,0
3,1
3,1
3,1
3,3
3,3
3,3
3,4
3,4
3,4
3,6
3,6
3,6
3,7
3,22
3,22
3,22
3,0
3,0
3,0
3,1
3,1
3,1
3,3
3,3
3,3
3,4
3,4
3,4
3,6
3,6
3,6
3,7
3,7
3,9
3,9
3,3
3,5
3,7
3,23
3,23
3,3
3,3
3,3
3,3
3,3
3,5
3,5
3,5
3,5
3,5
3,5
3,7
3,7
3,7
3,7
3,7
3,7
3,7
3,7
3,9
3,9
3,23
3,23
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,3
3,3
3,3
3,3
3,3
3,3
3,5
3,5
3,5
3,5
3,5
3,5
3,5
3,7
3,7
3,7
3,7
3,7
3,7
3,7
3,9
3,9
3,5
3,3
3,5
3,5
3,7
3,1
3,23
3,23
3,1
3,1
3,1
3,1
3,1
3,1
3,3
3,3
3,3
3,3
3,3
3,3
3,5
3,5
3,5
3,5
3,5
3,5
3,5
3,5
3,7
3,7
3,7
3,7
3,7
3,7
3,7
3,7
3,9
3,9
3,23
3,23
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,5
3,5
3,5
3,5
3,5
3,5
3,5
3,5
3,7
3,7
3,7
3,7
3,7
3,7
3,9
3,9
3,1
3,5
3,1
3,9
3,7
3,9
3,1
3,3
3,3
3,5
3,7
3,9
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,3
3,3
3,3
3,3
3,5
3,5
3,5
3,7
3,7
3,7
3,9
3,1
3,3
3,1
3,1
3,9
3,5
3,1
3,7
3,7
3,4
3,0
3,3
3,0
3,1
3,6
3,8
3,5
3,1
3,7
3,7
3,0
3,5
3,9
3,1
3,1
3,4
3,4
3,5
3,7
3,3
3,9
3,23
3,6
3,4
3,4
3,0
3,4
3,1
3,8
3,6
3,7
3,22
3,4
3,4
3,0
3,1
3,6
3,7
3,7
3,1
3,7
3,7
3,9
3,3
3,23
3,0
3,1
3,2
3,0
3,4
3,0
3,1
3,0
3,22
3,5
3,7
3,1
3,5
3,7
3,7
3,5
3,7
3,9
3,5
3,5
3,5
3,0
3,4
3,1
3,3
3,3
3,9
3,9
3,3
3,3
3,3
3,8
3,7
3,7
3,3
3,4
3,23
3,8
3,3
3,7
3,3
3,5
3,8
3,2
3,3
3,22
3,0
3,1
3,4
3,1
3,9
3,3
3,9
3,6
3,22
3,22
3,1
3,3
3,3
3,3
3,4
3,4
3,9
3,9
3,6
3,3
3,0
3,6
3,1
3,7
3,1
3,1
3,7
3,6
3,1
3,0
3,4
3,3
3,4
3,7
3,22
3,22
3,22
3,3
3,3
3,4
3,4
3,4
3,7
3,7
3,22
3,22
3,3
3,4
3,6
3,6
3,7
3,7
3,0
3,1
3,1
3,4
3,4
3,6
3,6
3,22
3,0
3,7
3,1
3,3
3,0
3,3
3,3
3,0
3,4
3,6
3,7
3,1
3,0
3,6
3,1
3,3
3,1
3,0
3,1
3,6
3,0
3,1
3,6
3,7
3,3
3,0
3,4
3,1
3,0
3,6
3,22
3,22
3,4
3,7
3,3
3,8
3,1
3,0
3,0
3,1
3,22
3,4
3,0
3,7
3,4
3,4
3,4
3,1
3,0
3,4
3,7
3,4
3,4
3,0
3,5
3,1
3,7
3,4
3,7
3,7
3,7
3,10
3,7
3,7
3,10
3,4
3,4
3,10
3,10
3,10
3,7
3,10
3,10
3,3
3,6
3,7
3,21
3,1
3,3
3,3
3,6
3,22
3,22
3,23
3,4
3,0
3,1
3,4
3,4
3,4
3,23
3,5
3,5
3,5
3,6
3,11
3,11
3,11
3,11
3,2
3,4
3,4
3,5
3,6
3,5
3,5
3,5
3,5
3,5
3,5
3,10
3,5
3,6
3,5
3,5
3,5
3,5
3,5
3,5
3,1
3,5
3,1
3,4
3,9
3,4
3,1
3,4
3,22
3,0
3,4
3,4
3,0
3,7
3,7
3,3
3,4
3,7
3,4
3,4
3,0
3,4
3,5
3,5
3,3
3,6
3,4
3,6
3,4
3,1
3,7
3,9
3,3
3,3
3,5
3,5
3,7
3,1
3,7
3,0
3,7
3,7
3,3
3,3
3,8
3,4
3,1
3,22
3,6
3,0
3,8
3,0
3,0
3,8
3,0
3,22
3,4
3,1
3,0
3,3
3,4
3,3
3,4
3,0
3,3
3,1
3,0
3,1
3,3
3,3
3,7
3,0
3,3
3,4
3,1
3,3
3,22
3,1
3,1
3,0
3,3
3,4
3,6
3,4
3,3
3,4
3,6
3,8
3,1
3,0
3,3
3,6
3,6
3,0
3,0
3,4
3,0
3,4
3,0
3,1
3,1
3,22
3,1
3,1
3,1
3,1
3,1
3,0
3,0
3,1
3,6
3,3
3,4
3,0
3,4
3,1
3,1
3,3
3,1
3,1
3,0
3,22
3,8
3,9
3,3
3,8
3,8
3,1
3,4
3,1
3,5
3,1
3,5
3,1
3,5
3,1
3,5
3,6
3,6
3,6
3,7
3,5
3,3
3,3
3,1
3,2
3,0
3,3
3,1
3,1
3,5
3,0
3,0
3,1
3,3
3,0
3,1
3,0
3,4
3,3
3,1
3,6
3,0
3,7
3,3
3,5
3,5
3,3
3,0
3,4
3,6
3,8
3,8
3,4
3,8
3,4
3,3
3,4
3,3
3,5
3,22
3,0
3,3
3,4
3,1
3,1
3,8
3,5
3,1
3,3
3,23
3,7
3,1
3,7
3,9
3,9
3,3
3,7
3,1
3,9
3,23
3,3
3,4
3,0
3,8
3,22
3,22
3,1
3,4
3,22
3,0
3,6
3,1
3,1
3,0
3,3
3,9
3,5
3,22
3,6
3,0
3,5
3,9
3,5
3,0
3,9
3,7
3,3
3,0
3,3
3,7
3,7
3,7
3,7
3,7
3,7
3,1
3,1
3,3
3,3
3,0
3,3
3,6
3,22
3,0
3,1
3,3
3,0
3,4
3,7
3,4
3,1
3,6
3,4
3,3
3,22
3,0
3,1
3,22
3,0
3,1
3,0
3,4
3,22
3,0
3,0
3,1
3,4
3,6
3,7
3,22
3,0
3,0
3,1
3,3
3,6
3,22
3,0
3,0
3,1
3,1
3,0
3,1
3,6
3,7
3,3
3,4
3,22
3,0
3,0
3,1
3,1
3,22
3,0
3,1
3,0
3,1
3,4
3,6
3,7
3,1
3,22
3,0
3,4
3,2
3,0
3,1
3,0
3,3
3,0
3,22
3,0
3,1
3,0
3,1
3,4
3,6
3,7
3,1
3,4
3,1
3,9
3,11
3,5
3,8
3,8
3,5
3,5
3,5
3,5
3,6
3,6
3,8
3,3
3,8
3,4
3,1
3,22
3,6
3,0
3,22
3,22
3,8
3,1
3,4
3,6
3,6
3,8
3,0
3,9
3,22
3,4
3,22
3,0
3,8
3,9
3,8
3,3
3,0
3,8
3,9
3,1
3,1
3,3
3,4
3,8
3,8
3,8
3,8
3,0
3,0
3,3
3,8
3,9
3,9
3,9
3,9
3,9
3,9
3,8
3,1
3,7
3,9
3,9
3,3
3,8
3,1
3,8
3,1
3,1
3,1
3,5
3,3
3,9
3,0
3,3
3,3
3,9
3,7
3,7
3,3
3,8
3,8
3,4
3,2
3,1
3,5
3,2
3,4
3,22
3,1
3,22
3,0
3,9
3,23
3,23
3,1
3,23
3,7
3,9
3,7
3,1
3,1
3,4
3,1
3,8
3,23
3,5
3,23
3,10
3,0
3,1
3,1
3,1
3,0
3,10
3,7
3,4
3,4
3,5
3,7
3,1
3,8
3,1
3,7
3,7
3,4
3,7
3,7
3,4
3,6
3,3
3,2
3,2
3,2
3,6
3,2
3,5
3,8
3,8
3,23
3,0
3,0
3,0
3,10
3,10
3,10
3,11
3,0
3,1
3,1
3,4
3,5
3,3
3,7
3,9
3,9
3,5
3,1
3,5
3,3
3,3
3,0
3,10
3,3
3,22
3,4
3,4
3,3
3,0
3,22
3,0
3,6
3,6
3,6
3,11
3,6
3,6
3,9
3,3
3,3
3,9
3,3
3,3
3,5
3,7
3,7
3,11
3,3
3,3
3,0
3,6
3,7
3,0
3,4
3,4
3,6
3,4
3,5
3,1
3,5
3,0
3,3
3,4
3,7
3,7
3,4
3,6
3,0
3,10
3,5
3,1
3,1
3,5
3,5
3,1
3,2
3,9
3,7
3,7
3,7
3,7
3,7
3,7
3,7
3,7
3,7
3,9
3,9
3,0
3,0
3,9
3,5
3,0
3,3
3,1
3,5
3,6
3,2
3,23
3,0
3,8
3,9
3,8
3,9
3,3
3,4
3,8
3,9
3,8
3,9
3,8
3,9
3,3
3,0
3,5
3,5
3,8
3,8
3,11
3,5
3,5
3,8
3,8
3,11
3,5
3,5
3,8
3,11
3,5
3,5
3,8
3,11
3,5
3,5
3,11
3,5
3,8
3,5
3,5
3,6
3,7
3,8
3,6
3,7
3,8
3,3
3,4
3,5
3,7
3,7
3,7
3,8
3,7
3,9
3,8
3,7
3,9
3,7
3,0
3,8
3,3
3,4
3,3
3,6
3,7
3,5
3,6
3,6
3,7
3,1
3,0
3,7
3,9
3,1
3,6
3,6
3,7
3,6
3,7
3,0
3,4
3,5
3,4
3,8
3,4
3,11
3,4
3,5
3,4
3,8
3,4
3,5
3,2
3,0
3,3
3,6
3,6
3,8
3,0
3,1
3,0
3,4
3,8
3,6
3,4
3,0
3,1
3,4
3,3
3,8
3,6
3,3
3,3
3,6
3,4
3,3
3,4
3,1
3,8
3,6
3,3
3,0
3,1
3,4
3,8
3,1
3,1
3,4
3,8
3,0
3,1
3,9
3,8
3,8
3,7
3,0
3,0
3,1
3,4
3,7
3,0
3,3
3,7
3,9
3,3
3,1
3,5
3,7
3,9
3,3
3,1
3,5
3,7
3,5
3,1
3,5
3,8
3,8
3,3
3,1
3,3
3,0
3,9
3,3
3,0
3,22
3,0
3,1
3,9
3,0
3,9
3,9
3,7
3,9
3,10
3,0
3,2
3,0
3,0
3,0
3,2
3,0
3,10
3,2
3,2
3,2
3,3
3,10
3,0
3,0
3,0
3,2
3,10
3,0
3,0
3,2
3,10
3,1
3,1
3,10
3,2
3,2
3,2
3,10
3,2
3,2
3,2
3,2
3,10
3,0
3,10
3,0
3,2
3,2
3,2
3,2
3,0
3,7
3,6
3,2
3,2
3,2
3,2
3,0
3,2
3,4
3,2
3,0
3,7
3,1
3,7
3,6
3,2
3,4
3,4
3,7
3,0
3,5
3,0
3,6
3,7
3,7
3,9
3,9
3,4
3,23
3,0
3,22
3,3
3,5
3,1
3,0
3,0
3,3
3,4
3,1
3,5
3,3
3,2
3,3
3,23
3,0
3,4
3,5
3,6
3,7
3,0
3,1
3,1
3,2
3,3
3,3
3,4
3,0
3,1
3,2
3,3
3,2
3,3
3,0
3,4
3,0
3,1
3,5
3,7
3,7
3,6
3,6
3,4
3,6
3,1
3,5
3,3
3,7
3,3
3,3
3,5
3,1
3,1
3,7
3,7
3,4
3,3
3,6
3,3
3,6
3,3
3,6
3,3
3,6
3,3
3,6
3,3
3,6
3,22
3,1
3,22
3,1
3,1
3,0
3,23
3,0
3,5
3,2
3,6
3,7
3,6
3,3
3,23
3,4
3,7
3,7
3,7
3,6
3,2
3,4
3,5
3,3
3,5
3,3
3,5
3,3
3,1
3,5
3,7
3,6
3,7
3,7
3,8
3,0
3,5
3,3
3,7
3,5
3,1
3,5
3,1
3,6
3,3
3,5
3,1
3,1
3,7
3,5
3,7
3,1
3,7
3,6
3,0
3,5
3,3
3,23
3,4
3,1
3,4
3,1
3,4
3,1
3,3
3,1
3,5
3,5
3,1
3,4
3,6
3,1
3,1
3,2
3,1
3,22
3,1
3,3
3,3
3,4
3,0
3,1
3,1
3,1
3,1
3,1
3,5
3,5
3,3
3,4
3,3
3,3
3,5
3,1
3,1
3,3
3,3
3,7
3,3
3,4
3,0
3,1
3,3
3,4
3,4
3,4
3,4
3,4
3,2
3,3
3,6
3,7
3,4
3,0
3,3
3,4
3,0
3,3
3,9
3,6
3,1
3,2
3,0
3,3
3,4
3,5
3,6
3,23
3,3
3,1
3,1
3,3
3,9
3,3
3,7
3,5
3,1
3,5
3,5
3,5
3,3
3,1
3,7
3,23
3,0
3,4
3,1
3,5
3,3
3,7
3,7
3,4
3,0
3,3
3,6
3,3
3,22
3,23
3,0
3,1
3,2
3,3
3,3
3,4
3,8
3,1
3,3
3,3
3,8
3,22
3,22
3,0
3,0
3,1
3,3
3,3
3,4
3,6
3,8
3,6
3,7
3,5
3,22
3,0
3,1
3,3
3,3
3,4
3,8
3,4
3,0
3,22
3,4
3,1
3,0
3,1
3,1
3,6
3,3
3,4
3,0
3,3
3,1
3,3
3,5
3,23
3,1
3,1
3,1
3,3
3,6
3,4
3,4
3,10
3,10
3,10
3,10
3,1
3,4
3,0
3,6
3,23
3,23
3,6
3,3
3,6
3,5
3,3
3,6
3,7
3,0
3,22
3,0
3,6
3,0
3,3
3,6
3,4
3,0
3,0
3,1
3,4
3,0
3,3
3,3
3,6
3,0
3,23
3,3
3,4
3,6
3,2
3,6
3,10
3,9
3,4
3,6
3,1
3,0
3,4
3,6
3,4
3,6
3,5
3,7
3,8
3,0
3,2
3,1
3,5
3,5
3,7
3,3
3,3
3,1
3,5
3,7
3,5
3,3
3,9
3,1
3,0
3,9
3,3
3,0
3,3
3,5
3,7
3,3
3,7
3,7
3,0
3,0
3,2
3,3
3,4
3,5
3,3
3,23
3,7
3,5
3,4
3,5
3,8
3,9
3,4
3,0
3,5
3,5
3,5
3,0
3,3
3,12
3,12
3,12
3,5
3,6
3,5
3,5
3,6
3,6
3,5
3,5
3,0
3,2
3,7
3,3
3,12
3,3
3,3
3,3
3,5
3,0
3,5
3,5
3,7
3,1
3,3
3,6
3,1
3,5
3,3
3,5
3,5
3,3
3,1
3,7
3,5
3,1
3,7
3,5
3,5
3,5
3,22
3,22
3,22
3,22
3,23
3,23
3,23
3,23
3,0
3,21
3,0
3,2
3,3
3,3
3,4
3,4
3,4
3,4
3,5
3,5
3,21
3,22
3,22
3,22
3,22
3,23
3,23
3,23
3,23
3,23
3,23
3,0
3,0
3,0
3,0
3,2
3,3
3,3
3,3
3,4
3,4
3,4
3,4
3,5
3,5
3,11
3,12
3,12
3,7
3,1
3,1
3,5
3,5
3,1
3,2
3,5
3,6
3,1
3,6
3,6
3,7
3,4
3,4
3,4
3,1
3,1
3,10
3,10
3,3
3,1
3,7
3,6
3,1
3,0
3,1
3,4
3,4
3,10
3,0
3,0
3,10
3,1
3,4
3,10
3,10
3,6
3,10
3,0
3,1
3,10
3,10
3,7
3,10
3,22
3,10
3,7
3,7
3,1
3,7
3,10
3,7
3,3
3,6
3,6
3,3
3,1
3,0
3,6
3,22
3,1
3,7
3,7
3,22
3,0
3,0
3,4
3,0
3,1
3,5
3,0
3,1
3,5
3,7
3,4
3,0
3,10
3,4
3,4
3,10
3,3
3,0
3,23
3,0
3,1
3,4
3,5
3,1
3,7
3,10
3,7
3,7
3,7
3,7
3,10
3,4
3,0
3,4
3,7
3,5
3,4
3,2
3,6
3,2
3,3
3,5
3,2
3,4
3,7
3,4
3,9
3,0
3,3
3,0
3,3
3,7
3,5
3,1
3,0
3,3
3,3
3,1
3,5
3,3
3,5
3,5
3,1
3,3
3,1
3,2
3,5
3,2
3,0
3,0
3,1
3,0
3,2
3,5
3,6
3,0
3,2
3,5
3,3
3,1
3,5
3,22
3,6
3,4
3,1
3,7
3,5
3,5
3,5
3,1
3,1
3,0
3,5
3,4
3,6
3,1
3,2
3,3
3,4
3,3
3,6
3,0
3,3
